"AptName","SeqId","SeqIdVersion","SomaId","TargetFullName","Target","UniProt","EntrezGeneID","EntrezGeneSymbol","Organism","Units","Type","Dilution","PlateScale_Reference","CalReference","Cal_PLT19524","Cal_PLT19523","Cal_PLT19522","CalQcRatio_PLT19524_200170","Cal_PLT19521","CalQcRatio_PLT19523_200170","Cal_PLT19525","CalQcRatio_PLT19522_200170","ColCheck","CalQcRatio_PLT19521_200170","CalQcRatio_PLT19525_200170","QcReference_200170","Dilution2"
"seq.8953.47","8953-47",3,"SL013046","Hepatoma-derived growth factor","HDGF","P51858","3068","HDGF","Human","RFU","Protein","20",680.8,680.8,0.91407089,0.96090332,0.92588059,0.989,0.90387679,1.053,0.98509622,1.043,"PASS",1.088,1.063,714,0.2
"seq.8954.30","8954-30",3,"SL018793","Mitogen-activated protein kinase kinase kinase kinase 1","M4K1","Q92918","11184","MAP4K1","Human","RFU","Protein","20",1330.8,1330.8,1.34983264,1.2639377,1.19225945,0.878,1.17189151,0.876,1.33159896,0.865,"PASS",0.878,0.864,909.5,0.2
"seq.8955.60","8955-60",3,"SL018797","Glycosyltransferase 8 domain-containing protein 1","GL8D1","Q68CQ7","55830","GLT8D1","Human","RFU","Protein","20",1349.8,1349.8,1.09339814,1.06518308,1.00731343,0.994,1.0355992,0.984,1.00163253,0.974,"PASS",0.982,0.972,908.2,0.2
"seq.8956.96","8956-96",3,"SL025991","Scavenger receptor class F member 2:Extracellular domain","SREC-II:ECD","Q96GP6","91179","SCARF2","Human","RFU","Protein","0.5",1266.3,1266.3,0.92107943,0.88788389,0.92067762,1.036,0.80039188,1.014,0.81897555,1.035,"PASS",1.019,0.984,1004,0.005
"seq.8957.72","8957-72",3,"SL012771","Endoplasmic reticulum lectin 1","XTP3B","Q96DZ1","27248","ERLEC1","Human","RFU","Protein","20",1962.7,1962.7,0.9693303,1.05368551,0.99766177,1.001,0.93981038,0.975,0.89994956,0.972,"PASS",1.031,0.992,962.5,0.2
"seq.8958.51","8958-51",3,"SL008936","Neural cell adhesion molecule L1-like protein","CHL1","O00533","10752","CHL1","Human","RFU","Protein","0.005",5119.5,5119.5,0.86521886,0.90629868,0.94066956,1.049,0.97317796,1.021,0.86992353,1.042,"PASS",0.976,0.991,5242.6,5e-05
"seq.8959.61","8959-61",3,"SL025788","Disintegrin and metalloproteinase domain-containing protein 17:Extracellular domain","ADAM 17:ECD","P78536","6868","ADAM17","Human","RFU","Protein","20",913.1,913.1,1.10237837,1.09985546,0.98798961,0.983,1.04342361,0.909,0.95974354,0.97,"PASS",0.889,0.944,560.6,0.2
"seq.8960.3","8960-3",3,"SL010614","Endoplasmic reticulum aminopeptidase 2","LRAP","Q6P179","64167","ERAP2","Human","RFU","Protein","0.5",882,882,0.73225405,0.81230429,0.85548012,1.046,0.82153502,1.065,0.67555147,1.058,"PASS",1.04,1.018,784.9,0.005
"seq.8962.48","8962-48",3,"SL018792","Ribosomal protein S6 kinase beta-1","KS6B1","P23443","6198","RPS6KB1","Human","RFU","Protein","20",1275.3,1275.3,1.32402409,1.26042696,1.11721419,1.012,1.19443664,0.928,1.40808215,0.933,"PASS",0.942,0.87,726.4,0.2
"seq.8963.8","8963-8",3,"SL005723","Vesicle transport through interaction with t-SNAREs homolog 1B","Vti1-rp1","Q9UEU0","10490","VTI1B","Human","RFU","Protein","20",779.2,779.2,0.86137519,0.93642591,0.93620089,1.052,0.91466135,1.07,0.93272684,1.042,"PASS",1.121,1.099,1077.9,0.2
"seq.8964.14","8964-14",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",572.5,572.5,0.95210378,0.97397074,0.85256888,1.009,0.92145501,0.963,0.8137882,1.053,"PASS",0.994,1.03,514.9,0.2
"seq.8967.6","8967-6",3,"SL018795","Dual specificity protein phosphatase 26","DUS26","Q9BV47","78986","DUSP26","Human","RFU","Protein","20",4501.2,4501.2,1.42949695,1.24535193,1.28491907,0.941,1.32806184,0.921,1.43058734,0.901,"PASS",0.899,0.859,2581.8,0.2
"seq.8969.49","8969-49",3,"SL018823","Monocyte differentiation antigen CD14","CD14","P08571","929","CD14","Human","RFU","Protein","0.005",1114.4,1114.4,0.94105725,0.94472703,1.03042071,1.121,1.0523135,0.983,0.86845387,1.041,"PASS",0.945,0.988,960.2,5e-05
"seq.8970.9","8970-9",3,"SL007004","Receptor-interacting serine/threonine-protein kinase 2","RIPK2","O43353","8767","RIPK2","Human","RFU","Protein","20",796,796,0.93012386,0.97417697,0.91874423,0.999,0.91200733,0.988,0.85998271,0.998,"PASS",0.997,0.953,600.2,0.2
"seq.8971.9","8971-9",3,"SL018798","Neurexin-1","NRX1A","Q9ULB1","9378","NRXN1","Human","RFU","Protein","0.5",2084.3,2084.3,0.91053252,0.98950817,0.98941422,1,1.020665,1.016,0.90914246,1.004,"PASS",1.053,0.998,2037,0.005
"seq.8973.23","8973-23",3,"SL025858","Fc receptor-like protein 4:Extracellular domain","FCRL4:ECD","Q96PJ5","83417","FCRL4","Human","RFU","Protein","20",1018.4,1018.4,0.97716369,1.04312199,1.03643395,0.981,1.01031746,1.044,1.08768557,1.019,"PASS",1.065,1.049,758,0.2
"seq.8974.172","8974-172",3,"SL007218","Collagen alpha-1(XV) chain","COFA1","P39059","1306","COL15A1","Human","RFU","Protein","0.5",7702.9,7702.9,0.91118682,0.93977917,0.98362938,1.017,0.99988317,1.033,0.8692056,1.071,"PASS",1.062,1.015,6046.4,0.005
"seq.8975.26","8975-26",3,"SL018831","Cell differentiation protein RCD1 homolog","RCD1","Q92600","9125","CNOT9","Human","RFU","Protein","20",884.5,884.5,0.99237069,1.00809209,1.0257451,0.987,1.00454287,1.081,1.06093319,1.015,"PASS",1.115,1.068,808.5,0.2
"seq.8976.13","8976-13",3,"SL014893","Beta-1,4 N-acetylgalactosaminyltransferase 1","B4GN1","Q00973","2583","B4GALNT1","Human","RFU","Protein","20",837.7,837.7,1.07232463,1.02558766,0.97599907,0.98,1.05663471,0.983,1.00071676,1.004,"PASS",0.974,1.032,658.2,0.2
"seq.8978.30","8978-30",3,"SL018794","Mitogen-activated protein kinase kinase kinase kinase 3","M4K3","Q8IVH8","8491","MAP4K3","Human","RFU","Protein","20",490.4,490.4,0.97767145,0.95501461,0.91033971,0.981,0.93356177,0.994,0.83458135,1.001,"PASS",0.988,1.055,342,0.2
"seq.8979.1","8979-1",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",749.4,749.4,1.06889174,1.09737883,1.0520848,1.02,1.06072187,0.93,1.10205882,0.985,"PASS",1.003,0.984,635.8,0.2
"seq.8980.19","8980-19",3,"SL018778","Cell surface glycoprotein CD200 receptor 2","MO2R2","Q6Q8B3","344807","CD200R1L","Human","RFU","Protein","20",666.7,666.7,0.95025656,0.9938879,0.96163277,1.018,0.97842677,1.068,0.94701705,1.009,"PASS",1.042,1.051,532.8,0.2
"seq.8982.65","8982-65",3,"SL010148","Thrombospondin-3","TSP3","P49746","7059","THBS3","Human","RFU","Protein","0.5",6175.1,6175.1,0.86284181,0.95022005,1.01088629,1.041,1.05432908,1.029,0.93515364,1.043,"PASS",1.025,1.055,5308.9,0.005
"seq.8983.7","8983-7",3,"SL010628","Golgi membrane protein 1","GOLM1","Q8NBJ4","51280","GOLM1","Human","RFU","Protein","20",2363.8,2363.8,0.94711115,0.93353343,0.95383746,1.034,0.97948867,1.044,0.94726296,1.033,"PASS",1.092,1.022,1668.7,0.2
"seq.8984.28","8984-28",3,"SL025920","Leucine-rich repeat and calponin homology domain-containing protein 4:Leucine-rich repeat 5","LRCH4: LRR5","O75427","4034","LRCH4","Human","RFU","Protein","20",235.9,235.9,0.97519636,0.99159311,0.98168955,0.973,0.96207178,0.972,1.0154972,0.979,"PASS",0.981,0.956,159.4,0.2
"seq.8985.13","8985-13",3,"SL018822","Protein SERAC1","SRAC1","Q96JX3","84947","SERAC1","Human","RFU","Protein","20",2020.3,2020.3,1.22057757,1.2389158,1.11323562,0.988,1.1751396,0.913,1.2599314,1.028,"PASS",1.04,1.076,2324.9,0.2
"seq.8986.2","8986-2",3,"SL018791","D-3-phosphoglycerate dehydrogenase","SERA","O43175","26227","PHGDH","Human","RFU","Protein","20",2213.4,2213.4,1.10836254,1.1251525,1.05334793,1.002,1.10753065,1.007,1.11019712,1.008,"PASS",0.979,1.018,1658.6,0.2
"seq.8989.40","8989-40",3,"SL007523","Signal peptide, CUB and EGF-like domain-containing protein 1","SCUB1","Q8IWY4","80274","SCUBE1","Human","RFU","Protein","20",3151.4,3151.4,0.83379194,0.88096836,0.87269807,1.003,0.84244012,1.158,0.89860279,1.042,"PASS",1.122,1.129,2119.1,0.2
"seq.8990.42","8990-42",3,"SL014845","Sodium/potassium-transporting ATPase subunit beta-3","AT1B3","P54709","483","ATP1B3","Human","RFU","Protein","20",8789.4,8789.4,1.53803349,1.28803177,1.23342689,0.951,1.21099476,0.824,1.35731052,0.873,"PASS",0.827,0.849,5246.9,0.2
"seq.8991.115","8991-115",3,"SL025859","Fc receptor-like protein 4:Cytoplasmic domain","FCRL4:CD","Q96PJ5","83417","FCRL4","Human","RFU","Protein","20",1892.4,1892.4,1.17737821,1.07388492,1.10221912,1.054,1.15137503,0.995,1.06909214,1.09,"PASS",1.092,1.06,1348.8,0.2
"seq.8992.1","8992-1",3,"SL018821","Transmembrane protein 2","TMEM2","Q9UHN6","23670","CEMIP2","Human","RFU","Protein","20",701.4,701.4,1.02784291,1.03527675,1.04843049,0.959,0.91770247,1.005,0.99630682,0.995,"PASS",1.05,1.026,488.6,0.2
"seq.8993.151","8993-151",3,"SL007004","Receptor-interacting serine/threonine-protein kinase 2","RIPK2","O43353","8767","RIPK2","Human","RFU","Protein","20",1272.8,1272.8,1.12348839,0.88530291,0.9558426,0.973,1.06403611,1.013,0.92857664,1.051,"PASS",1.056,1.001,909.5,0.2
"seq.8994.65","8994-65",3,"SL010380","SLAM family member 8","SLAMF8","Q9P0V8","56833","SLAMF8","Human","RFU","Protein","20",803.3,803.3,0.9219557,0.95347181,0.9271699,0.962,0.91805714,1.021,0.90441342,1.002,"PASS",1.024,1.029,556,0.2
"seq.8997.4","8997-4",3,"SL008970","Neuronal pentraxin receptor","NPTXR","O95502","23467","NPTXR","Human","RFU","Protein","20",1020.7,1020.7,1.01089433,0.93840213,0.97052391,0.983,0.92664548,1.058,1.00492271,1.068,"PASS",1.123,1.086,934.8,0.2
"seq.8998.15","8998-15",3,"SL018828","Heparan sulfate glucosamine 3-O-sulfotransferase 4","HS3S4","Q9Y661","9951","HS3ST4","Human","RFU","Protein","20",400.8,400.8,0.94461466,0.9395218,0.87549148,0.999,0.91989901,1.006,0.81199352,1.02,"PASS",0.957,1.026,299.4,0.2
"seq.8999.19","8999-19",3,"SL014788","Carcinoembryonic antigen-related cell adhesion molecule 3","CEAM3","P40198","1084","CEACAM3","Human","RFU","Protein","20",1328.8,1328.8,1.104113,1.0795353,1.0008285,0.985,1.04786689,0.987,0.99312407,0.979,"PASS",0.992,0.994,1047.3,0.2
"seq.9000.177","9000-177",3,"SL006521","Neutral and basic amino acid transport protein rBAT","SLC31","Q07837","6519","SLC3A1","Human","RFU","Protein","20",2406.1,2406.1,1.1266623,1.13790494,1.06154593,1.054,1.11875203,0.968,1.1135743,0.937,"PASS",0.913,0.928,1437.9,0.2
"seq.9002.36","9002-36",3,"SL006615","Serpin A11","SPA11","Q86U17","256394","SERPINA11","Human","RFU","Protein","0.5",21509.1,21509.1,0.99453469,1.07897786,1.13833672,1.015,1.16190039,1.014,1.00176516,1,"PASS",1.055,1.049,17129,0.005
"seq.9003.99","9003-99",3,"SL018780","Macrophage receptor MARCO","MARCO","Q9UEW3","8685","MARCO","Human","RFU","Protein","20",1309.2,1309.2,1.0801089,1.07223587,0.9715049,0.986,1.1028557,0.985,1.12137045,0.911,"PASS",0.87,0.836,665.7,0.2
"seq.9004.24","9004-24",3,"SL018580","Low-density lipoprotein receptor class A domain-containing protein 4","CR001","O15165","753","LDLRAD4","Human","RFU","Protein","20",569.5,569.5,1.01714592,0.83713068,0.93146876,1.037,0.9963261,1.067,0.903538,1.056,"PASS",1.108,0.992,601,0.2
"seq.9005.16","9005-16",3,"SL011810","Plexin-A1","PLXA1","Q9UIW2","5361","PLXNA1","Human","RFU","Protein","20",9751,9751,1.00784488,0.87999856,0.94337432,0.998,0.90985434,1.065,0.95908331,1.045,"PASS",1.105,1.076,7581.7,0.2
"seq.9008.6","9008-6",3,"SL026010","Transmembrane gamma-carboxyglutamic acid protein 1:Pro-form, Extracellular domain","TMG1:Pro-form, ECD","O14668","5638","PRRG1","Human","RFU","Protein","20",1964.5,1964.5,1.21004004,1.15294325,1.13279899,1.031,1.15111918,0.92,1.27349929,0.927,"PASS",0.926,0.861,1056.9,0.2
"seq.9010.3","9010-3",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",327.1,327.1,1.0089451,1.03479911,0.98051559,1.006,0.95839437,0.977,0.96746525,0.954,"PASS",0.986,0.97,213.1,0.2
"seq.9012.1","9012-1",3,"SL025963","Pre-mRNA-processing factor 6:region 1","PRP6:region 1","O94906","24148","PRPF6","Human","RFU","Protein","20",321.8,321.8,1.1861408,1.12086381,1.12951913,1.008,1.03439409,0.9,1.11118785,0.921,"PASS",0.944,0.954,222.6,0.2
"seq.9013.60","9013-60",3,"SL012395","Netrin-1","NET1","O95631","9423","NTN1","Human","RFU","Protein","20",611.6,611.6,1.05630397,1.09136331,1.07279425,1.001,1.06792387,1.032,1.1269578,1.029,"PASS",1.032,1.049,420.4,0.2
"seq.9014.18","9014-18",3,"SL008784","Transmembrane protein 25","TMM25","Q86YD3","84866","TMEM25","Human","RFU","Protein","20",280.6,280.6,0.99715707,1.00465449,0.98490698,0.977,0.9831815,1.016,0.97532152,1.02,"PASS",1.002,1.043,184.8,0.2
"seq.9015.1","9015-1",3,"SL007780","Proteoglycan 3","PRG3","Q9Y2Y8","10394","PRG3","Human","RFU","Protein","20",1165.2,1165.2,1.0499189,1.08320164,1.0226435,1.01,1.07590028,1.088,1.1428011,1.018,"PASS",1.08,1.043,859.4,0.2
"seq.9016.12","9016-12",3,"SL007287","Oxysterols receptor LXR-beta","NR1H2","P55055","7376","NR1H2","Human","RFU","Protein","0.5",2533.2,2533.2,1.01429429,1.10134342,1.07882969,1.029,0.92233752,0.938,0.9426562,0.93,"PASS",0.942,0.945,1752.2,0.005
"seq.9017.58","9017-58",3,"SL018796","Lactase-phlorizin hydrolase","LPH","P09848","3938","LCT","Human","RFU","Protein","20",1526.8,1526.8,0.96872026,0.92438094,0.98003723,0.974,0.94206207,1.051,0.96743125,1.044,"PASS",1.082,1.049,1151.1,0.2
"seq.9018.38","9018-38",3,"SL025955","Protocadherin-10:Extracellular domain","PCD10:ECD","Q9P2E7","57575","PCDH10","Human","RFU","Protein","20",1400.9,1400.9,1.02773091,1.02352597,1.02464892,0.97,1.03662868,0.955,1.06483734,1.025,"PASS",0.982,0.986,1041.2,0.2
"seq.9021.1","9021-1",3,"SL010386","Hepatitis A virus cellular receptor 1","TIM-1","Q96D42","26762","HAVCR1","Human","RFU","Protein","20",3137.8,3137.8,0.95203131,0.92760221,0.9690849,0.948,0.9675609,0.977,0.99149998,0.949,"PASS",0.971,0.902,692.1,0.2
"seq.9022.49","9022-49",3,"SL012641","Beta-defensin 132","DB132","Q7Z7B7","400830","DEFB132","Human","RFU","Protein","20",1810.3,1810.3,1.32642145,1.28371862,1.08109884,1.25,1.19744675,1.064,1.37425036,0.858,"FLAG",0.906,0.899,904.9,0.2
"seq.9023.9","9023-9",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","0.5",658.6,658.6,0.99007817,1.00304599,1.05986482,0.98,0.92124773,0.956,0.94789868,0.958,"PASS",0.974,0.91,503.4,0.005
"seq.9025.5","9025-5",3,"SL010892","Alpha-hemoglobin-stabilizing protein","AHSP","Q9NZD4","51327","AHSP","Human","RFU","Protein","20",2600.1,2600.1,1.44257656,1.19770602,1.26772306,1.024,1.21784543,0.898,1.33839502,0.948,"PASS",0.908,0.866,1670.2,0.2
"seq.9026.40","9026-40",3,"SL018801","Butyrophilin-like protein 8","BTNL8","Q6UX41","79908","BTNL8","Human","RFU","Protein","20",1691.4,1691.4,0.95322362,0.94433588,0.93909278,0.941,0.92959604,1.044,0.93010723,1.116,"PASS",0.996,0.98,6325.6,0.2
"seq.9027.10","9027-10",3,"SL025944","Neuroligin-2:Cytoplasmic domain","NLGN2:CD","Q8NFZ4","57555","NLGN2","Human","RFU","Protein","20",365.1,365.1,1.00027397,1.02671541,0.98383185,0.981,0.95726272,0.94,0.92877131,0.979,"PASS",0.999,0.974,260.1,0.2
"seq.9028.5","9028-5",3,"SL018770","Poly(A) RNA polymerase, mitochondrial","PAPD1","Q9NVV4","55149","MTPAP","Human","RFU","Protein","20",7165.5,7165.5,1.06696149,1.03057717,1.03375893,1.111,1.00451404,1.079,1.0862908,0.956,"PASS",1.06,0.963,1257.4,0.2
"seq.9030.56","9030-56",3,"SL018827","Uncharacterized protein C17orf89","CQ089","A1L188","284184","NDUFAF8","Human","RFU","Protein","20",691.5,691.5,0.92508361,0.96242171,0.89007594,0.99,0.94674151,0.992,0.83172961,1.004,"PASS",0.967,1.014,514.4,0.2
"seq.9032.30","9032-30",3,"SL018790","Proto-oncogene tyrosine-protein kinase ROS","ROS1","P08922","6098","ROS1","Human","RFU","Protein","20",1368.9,1368.9,1.17,1.14036988,1.12750185,1.148,1.13188358,0.876,1.10306205,0.9,"PASS",0.803,0.884,656.2,0.2
"seq.9035.2","9035-2",3,"SL013792","MAX-interacting protein 1","MXI1","P50539","4601","MXI1","Human","RFU","Protein","20",363.9,363.9,0.9701413,0.97117694,0.96422893,1.017,0.9422579,0.998,0.9090682,1.067,"PASS",1.057,1.066,302,0.2
"seq.9037.1","9037-1",3,"SL006774","Syntaxin-18","STX18","Q9P2W9","53407","STX18","Human","RFU","Protein","20",1097.7,1097.7,1.12584615,1.10711044,1.10255123,0.96,1.12227789,0.968,1.19211555,0.958,"PASS",0.961,0.921,750.7,0.2
"seq.9038.12","9038-12",3,"SL004980","Protein JTB","JTB","O76095","10899","JTB","Human","RFU","Protein","20",1765.2,1765.2,1.02693583,1.06292527,1.00701694,0.997,0.98603508,0.961,1.03871955,0.968,"PASS",0.981,0.958,1118.2,0.2
"seq.9039.47","9039-47",3,"SL026011","Torsin-1A-interacting protein 1:Nuclear domain","TOIP1:Nuclear","Q5JTV8","26092","TOR1AIP1","Human","RFU","Protein","0.5",9187.9,9187.9,1.23402055,1.1529118,1.36094859,0.928,1.39381665,1.002,1.32160067,0.981,"PASS",1.022,0.961,6653.7,0.005
"seq.9040.144","9040-144",3,"SL008893","Mammalian ependymin-related protein 1","EPDR1","Q9UM22","54749","EPDR1","Human","RFU","Protein","20",1115.8,1115.8,1.06398398,1.03833985,0.96197948,0.944,1.01325826,0.945,0.98187258,0.939,"PASS",0.926,0.942,870.8,0.2
"seq.9043.7","9043-7",3,"SL007737","Tuftelin-interacting protein 11","TFP11","Q9UBB9","24144","TFIP11","Human","RFU","Protein","20",2001.2,2001.2,1.12074373,1.07314457,0.97992361,1.057,0.97268397,0.922,1.31131643,0.829,"FLAG",0.889,0.78,876.1,0.2
"seq.9044.1","9044-1",3,"SL018802","Contactin-associated protein-like 5","CNTP5","Q8WYK1","129684","CNTNAP5","Human","RFU","Protein","20",2731.3,2731.3,1.14395209,1.13975129,1.11536263,1.085,1.11023942,1.015,1.15826301,1.012,"PASS",1.024,0.981,1457.3,0.2
"seq.9045.3","9045-3",3,"SL018809","Very long-chain acyl-CoA synthetase","S27A2","O14975","11001","SLC27A2","Human","RFU","Protein","20",663.4,663.4,1.18697441,1.1501387,1.15837262,1.023,1.12631579,0.98,1.27773498,1.004,"PASS",1.07,0.961,478.7,0.2
"seq.9046.46","9046-46",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",541,541,1.04561268,1.06621994,1.02326461,0.982,1.03978474,0.899,1.00278035,0.957,"PASS",0.909,0.911,320.9,0.2
"seq.9049.2","9049-2",3,"SL014602","Monocarboxylate transporter 4","MOT4","O15427","9123","SLC16A3","Human","RFU","Protein","20",298.3,298.3,0.95273076,0.97739187,0.967878,1.031,0.94011976,1.007,0.92438798,1.021,"PASS",1.065,1.059,242.8,0.2
"seq.9050.170","9050-170",3,"SL018846","Arginine/serine-rich protein 1","CA063","Q9BUV0","57035","RSRP1","Human","RFU","Protein","20",347.2,347.2,0.93258125,0.99512754,0.94656489,1.053,0.93183038,1.011,0.86865149,1.026,"PASS",1.018,1.052,287.7,0.2
"seq.9051.13","9051-13",3,"SL007161","Interleukin-32","IL32","P24001","9235","IL32","Human","RFU","Protein","20",377.6,377.6,0.96795693,0.99841354,0.92571709,0.992,0.9569184,0.978,0.89563567,0.991,"PASS",0.961,1.022,260.4,0.2
"seq.9053.16","9053-16",3,"SL008130","Cysteine-rich protein 2","CRIP2","P52943","1397","CRIP2","Human","RFU","Protein","20",1899,1899,1.01426054,1.00470875,0.98028082,1.022,0.96739684,1.086,0.9860325,1.035,"PASS",1.04,1.048,1176.5,0.2
"seq.9054.8","9054-8",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",693.9,693.9,0.9038687,0.90670325,0.82352243,0.999,0.85613819,0.995,0.71646877,1.052,"PASS",0.978,1.073,695.8,0.2
"seq.9055.81","9055-81",3,"SL018834","Myocardial zonula adherens protein","MYZAP","P0CAP1","100820829","MYZAP","Human","RFU","Protein","20",214.2,214.2,0.91265445,0.91773779,0.86615447,0.964,0.88512397,0.977,0.8135207,1.009,"PASS",0.949,1.011,166.9,0.2
"seq.9057.19","9057-19",3,"SL012508","Proteasomal ubiquitin receptor ADRM1","ADRM1","Q16186","11047","ADRM1","Human","RFU","Protein","20",614.6,614.6,0.93107105,0.96151439,0.94365116,1.014,0.94684948,1.049,0.91417522,1.025,"PASS",1.044,1.069,504.2,0.2
"seq.9058.1","9058-1",3,"SL018847","Mitochondrial import inner membrane translocase subunit Tim21","TIM21","Q9BVV7","29090","TIMM21","Human","RFU","Protein","20",169.5,169.5,0.77823691,0.82885086,0.71458685,0.988,0.77538884,0.996,0.60277383,1.034,"PASS",0.911,1.061,129.9,0.2
"seq.9059.14","9059-14",3,"SL018783","Rap guanine nucleotide exchange factor 5","RPGF5","Q92565","9771","RAPGEF5","Human","RFU","Protein","20",2013.4,2013.4,1.21428141,1.26168693,1.04820908,1.173,1.15493604,0.931,1.20917663,0.892,"PASS",0.85,0.88,1081.8,0.2
"seq.9060.27","9060-27",3,"SL018804","Protein turtle homolog B","TUTLB","Q9UPX0","22997","IGSF9B","Human","RFU","Protein","20",1299.5,1299.5,0.90356001,0.87703314,0.73885604,0.999,0.82408523,0.926,0.59111172,1.066,"PASS",0.96,1.087,1076.6,0.2
"seq.9061.3","9061-3",3,"SL018810","Rho guanine nucleotide exchange factor 10","ARHGA","O15013","9639","ARHGEF10","Human","RFU","Protein","0.5",717.8,717.8,0.98463649,1.02748354,1.12138728,0.991,0.80084793,0.962,0.89334163,0.953,"PASS",0.935,0.882,507.5,0.005
"seq.9063.9","9063-9",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",388.6,388.6,0.8976669,0.91242076,0.91392286,0.998,0.89046746,1.073,0.85575864,1.034,"PASS",1.034,1.06,230.7,0.2
"seq.9064.12","9064-12",3,"SL025974","RING finger protein 215:Cytoplasmic domain","RN215:CD","Q9Y6U7","200312","RNF215","Human","RFU","Protein","20",2080.7,2080.7,1.2288566,1.12500676,1.14060958,0.98,1.13507174,0.969,1.16945818,0.982,"PASS",0.987,0.94,1435.8,0.2
"seq.9065.28","9065-28",3,"SL007220","Alpha-taxilin","TXLNA","P40222","200081","TXLNA","Human","RFU","Protein","20",1170.9,1170.9,1.09317524,1.09522028,1.06464812,0.998,1.06493861,0.964,1.14368041,0.974,"PASS",0.977,0.973,708.4,0.2
"seq.9067.152","9067-152",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",233.4,233.4,0.87546887,0.92472266,0.85338208,1.005,0.85027322,0.956,0.80288958,1.015,"PASS",0.995,1.002,176.4,0.2
"seq.9068.17","9068-17",3,"SL018805","Janus kinase and microtubule-interacting protein 3","JKIP3","Q5VZ66","282973","JAKMIP3","Human","RFU","Protein","20",1511,1511,1.05797507,1.08548851,1.04135079,0.918,1.06333568,0.905,1.06618685,0.87,"PASS",0.922,0.922,1048.2,0.2
"seq.9070.1","9070-1",3,"SL018815","Uncharacterized protein C17orf67","CQ067","Q0P5P2","339210","C17orf67","Human","RFU","Protein","20",452.2,452.2,0.96253725,0.98112389,0.95521757,0.986,0.9821894,1.025,0.94582723,1.023,"PASS",1.005,1.016,337.1,0.2
"seq.9073.35","9073-35",3,"SL025418","Fc_MOUSE","Fc_MOUSE","Q99LC4","","","Mouse","RFU","Protein","20",492,492,1.08370044,1.04082928,1.05466238,0.98,0.98498498,0.943,1.04792332,0.993,"PASS",1.038,1.022,340.9,0.2
